iter	Logloss
238	0.3878489901
239	0.3877028758
240	0.38749067
241	0.3872458062
242	0.3871616536
243	0.3868069346
244	0.3866010003
245	0.3864124033
246	0.3861669234
247	0.3859225902
248	0.3855787091
249	0.3851902544
250	0.3850004095
251	0.384696233
252	0.3844915754
253	0.3843536849
254	0.3841240027
255	0.3839231926
256	0.3835976101
257	0.3833454379
258	0.3831960511
259	0.3829749746
260	0.3827424595
261	0.3824683671
262	0.3823600434
263	0.3821318479
264	0.3818658464
265	0.3816745699
266	0.3814578475
267	0.3809773963
268	0.3805732598
269	0.3801674043
270	0.3800039071
271	0.3796534443
272	0.3795050564
273	0.3792783593
274	0.3789845642
275	0.3786801782
276	0.378662785
277	0.3782315926
278	0.3781036319
279	0.3779453045
280	0.3777530043
281	0.3775718916
282	0.3774038252
283	0.3772703063
284	0.3771572664
285	0.3769817802
286	0.3769058155
287	0.3768471096
288	0.3766458885
289	0.3763375752
290	0.3761322205
291	0.3760435035
292	0.3756613326
293	0.375541803
294	0.3755169581
295	0.3753928089
296	0.3751686396
297	0.3749785367
298	0.3747994711
299	0.3746635938
300	0.3746422608
301	0.3745064936
302	0.3742959514
303	0.3741232164
304	0.373815014
305	0.3736614639
306	0.3734587161
307	0.373227351
308	0.3731163046
309	0.3728812962
310	0.3725838337
311	0.3721947113
312	0.3719767912
313	0.3717776616
314	0.3716147442
315	0.3713428708
316	0.3713178445
317	0.3711982302
318	0.3710105048
319	0.3708532382
320	0.3706756441
321	0.3705021226
322	0.3703371044
323	0.3701426782
324	0.3700369917
325	0.3699355352
326	0.3697415967
327	0.3693832215
328	0.3692321132
329	0.3689499587
330	0.368646298
331	0.3686227461
332	0.3684503379
333	0.3682522196
334	0.3679613296
335	0.3677016562
336	0.367626313
337	0.3673188012
338	0.3672119883
339	0.36699629
340	0.3668356586
341	0.3666529062
342	0.3664826167
343	0.3662825397
344	0.3661564287
345	0.3657714254
346	0.3656782722
347	0.3653694825
348	0.3651238864
349	0.3650771616
350	0.3648567686
351	0.3645874742
352	0.3644833538
353	0.3643638126
354	0.3642317623
355	0.3641369544
356	0.3638329638
357	0.3637544826
358	0.3635175802
359	0.3633720925
360	0.3633614664
361	0.3632514798
362	0.3630463502
363	0.3629566384
364	0.3629273582
365	0.3627766962
366	0.3627137449
367	0.3625207866
368	0.3623603431
369	0.3622666094
370	0.3621356068
371	0.3619005989
372	0.3618387697
373	0.3618225688
374	0.3616202047
375	0.361430091
376	0.3612404084
377	0.3611003884
378	0.3609382615
379	0.3607685637
380	0.3606857912
381	0.360540589
382	0.3604316037
383	0.3602879174
384	0.3599985799
385	0.3598852968
386	0.3598591357
387	0.3598424589
388	0.3596230788
389	0.3594482491
390	0.3593232002
391	0.3591008003
392	0.3590059327
393	0.358903373
394	0.3588502478
395	0.3587071486
396	0.3586174565
397	0.3584718087
398	0.3583955851
399	0.3581856643
400	0.3580728472
401	0.3578936391
402	0.3577132725
403	0.3575310522
404	0.3573992781
405	0.3572216965
406	0.3571314072
407	0.3570693524
408	0.3570082471
409	0.3569591262
410	0.3569421361
411	0.3568246535
412	0.3567025702
413	0.3565708335
414	0.3564646756
415	0.3563595521
416	0.3563454652
417	0.3561007059
418	0.3559694455
419	0.3558904406
420	0.3557517037
421	0.3556081916
422	0.35550461
423	0.3552274809
424	0.3550491268
425	0.3548781623
426	0.3547462086
427	0.3546313376
428	0.3545617198
429	0.3545114295
430	0.3543818988
431	0.3542926186
432	0.3541450084
433	0.3539311707
434	0.3538372146
435	0.3535845172
436	0.3533692135
437	0.353321732
438	0.3532034529
439	0.3529533299
440	0.3526953056
441	0.3525361457
442	0.3524659481
443	0.3523730734
444	0.3522698012
445	0.35225244
446	0.3521097016
447	0.3519880539
448	0.3518772324
449	0.3517483616
450	0.3516512124
451	0.3516006164
452	0.3514580385
453	0.3514420673
454	0.3513746586
455	0.3513249483
456	0.3512024694
457	0.3511372767
458	0.3509943103
459	0.3508826754
460	0.3508467469
461	0.3507437081
462	0.350551143
463	0.350523603
464	0.3503187223
465	0.3502344176
466	0.3501103966
467	0.3499002357
468	0.3498028243
469	0.3496320879
470	0.349369561
471	0.3493188315
472	0.3491624962
473	0.3489608856
474	0.3488930323
475	0.3488491071
476	0.3487099534
477	0.3485676848
478	0.3485178767
479	0.3484614124
480	0.3482449382
481	0.348122139
482	0.3480339124
483	0.3479064152
484	0.3475559883
485	0.3475111689
486	0.3472883659
487	0.347144548
488	0.3470237112
489	0.346772431
490	0.3465206622
491	0.3464081975
492	0.3461346971
493	0.3460641182
494	0.3459491626
495	0.3458349916
496	0.3457483617
497	0.3456629636
498	0.3455156155
499	0.3454169591
500	0.3453447803
501	0.3452473656
502	0.3451117624
503	0.3450258001
504	0.3450102087
505	0.3448086301
506	0.3447226165
507	0.3445678871
508	0.3444523582
509	0.3442772127
510	0.3442094552
511	0.3441233189
512	0.3438810386
513	0.3438655431
514	0.3438451686
515	0.3437728753
516	0.3437285996
517	0.3435984594
518	0.3434830966
519	0.3433102117
520	0.343240747
521	0.3432010934
522	0.342983673
523	0.3429191363
524	0.3427797482
525	0.342705572
526	0.3426100854
527	0.3424604043
528	0.3424469237
529	0.3423600133
530	0.3423363465
531	0.34193196
532	0.3416575999
533	0.3415120854
534	0.3414081645
535	0.3413563715
536	0.3412243957
537	0.3410470771
538	0.3409659153
539	0.3408292231
540	0.3406942592
541	0.3404454426
542	0.3403425687
543	0.3401972206
544	0.340152205
545	0.3400875495
546	0.3398756486
547	0.3397151287
548	0.3396021914
549	0.3394614769
550	0.3392678714
551	0.339161104
552	0.3390393153
553	0.3389059566
554	0.3387819829
555	0.338740036
556	0.3386355862
557	0.3385501455
558	0.3384259416
559	0.3382901449
560	0.3382067914
561	0.3381385435
562	0.3380584558
563	0.337933923
564	0.3379217958
565	0.3378203635
566	0.337752307
567	0.337520646
568	0.3374414375
569	0.3373226985
570	0.3371902562
571	0.3370317017
572	0.3369261774
573	0.3368363086
574	0.3367816
575	0.3366079429
576	0.3365397574
577	0.3363117959
578	0.3362092309
579	0.3360152408
580	0.3359242222
581	0.3358140114
582	0.3357522916
583	0.3356264151
584	0.3356026656
585	0.335490982
586	0.3354729359
587	0.3353391502
588	0.3352140888
589	0.3351048726
590	0.3349841905
591	0.3348119087
592	0.3346216687
593	0.3344527191
594	0.3343785384
595	0.3342258224
596	0.3340163833
597	0.3339065347
598	0.333895184
599	0.3338612514
600	0.3337910238
601	0.3336772373
602	0.3336652187
603	0.3335203881
604	0.3333559817
605	0.3333355794
606	0.3332564908
607	0.3331374765
608	0.3330086738
609	0.3329529146
610	0.332942237
611	0.3328594239
612	0.3326721679
613	0.3325884262
614	0.3324593878
615	0.3322674251
616	0.3321862902
617	0.33207499
618	0.3319719721
619	0.3318051086
620	0.3317660207
621	0.331744731
622	0.3316923805
623	0.3315278853
624	0.3314087909
625	0.3312798634
626	0.3311350751
627	0.331021757
628	0.3309938725
629	0.3308634
630	0.3306499827
631	0.3305846153
632	0.3304140005
633	0.3303472839
634	0.3302849092
635	0.3301513425
636	0.3300827746
637	0.3300409911
638	0.3299551245
639	0.3298143896
640	0.3297676816
641	0.3297104921
642	0.3295714522
643	0.3295251145
644	0.3294916081
645	0.3292808382
646	0.3290352322
647	0.3289431982
648	0.3288082447
649	0.3287422757
650	0.3285819957
651	0.3284609731
652	0.3283544649
653	0.3282951336
654	0.3282226015
655	0.328131772
656	0.3280312459
657	0.3279412558
658	0.3278202963
659	0.3277518603
660	0.3276891578
661	0.3275114886
662	0.3274238047
663	0.3272505592
664	0.3272257274
665	0.3271155831
666	0.3270345326
667	0.3269374189
668	0.3268997595
669	0.3267441125
670	0.3264717214
671	0.3262759457
672	0.3261960011
673	0.3260445636
674	0.3259507833
675	0.3258135588
676	0.325708107
677	0.3255101282
678	0.3253965657
679	0.325127483
680	0.3250776111
681	0.3250618343
682	0.3247715525
683	0.3246983804
684	0.3245249386
685	0.3243696368
686	0.3242564339
687	0.3241914486
688	0.3240580999
689	0.3238601611
690	0.3237390368
691	0.3236866418
692	0.3235303657
693	0.3234078165
694	0.3233913326
695	0.3232602671
696	0.3230952742
697	0.3230236327
698	0.3228800518
699	0.32276238
700	0.3225901815
701	0.3224402205
702	0.3223868277
703	0.3222266392
704	0.3220178601
705	0.321899715
706	0.3218779652
707	0.3216033444
708	0.3214891679
709	0.32136019
710	0.3211949233
711	0.3211474707
712	0.3209355967
713	0.3207757656
714	0.320694561
715	0.3206865412
716	0.3206246754
717	0.3205734937
718	0.320387346
719	0.3202175554
720	0.320139945
721	0.3200224996
722	0.3199134922
723	0.3198247632
724	0.3196496301
725	0.3195294307
726	0.3194482724
727	0.3192746181
728	0.3191731066
729	0.3190195619
730	0.31892535
731	0.318839029
732	0.318655391
733	0.3186215013
734	0.3185409129
735	0.3184575415
736	0.3183196711
737	0.3181950563
738	0.3180430201
739	0.3179491115
740	0.3177110174
741	0.3177025921
742	0.3176572053
743	0.3176111469
744	0.3175145295
745	0.3174146704
746	0.3172110958
747	0.3171469188
748	0.3171023994
749	0.3170221678
750	0.3169691225
751	0.3168679236
752	0.3168291252
753	0.3167025187
754	0.3166460227
755	0.3165857291
756	0.3165501755
757	0.3163138179
758	0.3161474486
759	0.3159788497
760	0.3159028862
761	0.3158137935
762	0.3156525012
763	0.315546608
764	0.315462943
765	0.3153909387
766	0.3153384615
767	0.3152384716
768	0.3151932243
769	0.3151157444
770	0.3149952184
771	0.3146614815
772	0.3144894857
773	0.3142578005
774	0.3141350423
775	0.3139665663
776	0.3138743095
777	0.3137596442
778	0.3136964015
779	0.3136317558
780	0.3135937301
781	0.3135751571
782	0.313486785
783	0.3133987964
784	0.31337929
785	0.3132391134
786	0.3130957646
787	0.3129238683
788	0.3127988698
789	0.3126749614
790	0.3126565308
791	0.3126496928
792	0.3126032947
793	0.3125247982
794	0.3124493037
795	0.3124414667
796	0.3124091129
797	0.312389475
798	0.3123841523
799	0.3123235355
800	0.3120540714
801	0.312005351
802	0.3119514982
803	0.3118555798
804	0.311733689
805	0.3115886402
806	0.3115030925
807	0.311407329
808	0.311285599
809	0.3111366673
810	0.3109132562
811	0.3108818974
812	0.3107832447
813	0.3106345272
814	0.3105441187
815	0.3105111827
816	0.3104003757
817	0.3103523597
818	0.3102713258
819	0.3101653807
820	0.310098272
821	0.310038682
822	0.3097584664
823	0.3097015585
824	0.3095210222
825	0.3094079017
826	0.3091959823
827	0.3090608531
828	0.30903944
829	0.3089302621
830	0.3088969295
831	0.3087443454
832	0.3085311289
833	0.3082802688
834	0.3081828708
835	0.3080356397
836	0.3078920007
837	0.3077652627
838	0.3076746117
839	0.307669192
840	0.3076406792
841	0.3075494413
842	0.307467745
843	0.3073437251
844	0.3072490056
845	0.3072171871
846	0.3070432683
847	0.3069734722
848	0.3068393321
849	0.3067442352
850	0.3066755087
851	0.3065631009
852	0.3064401096
853	0.3062080271
854	0.3061964409
855	0.3061744855
856	0.3061410188
857	0.3061157244
858	0.3059583156
859	0.3059458126
860	0.3058912197
861	0.3057641062
862	0.3055874255
863	0.3053665715
864	0.3052568497
865	0.3052203379
866	0.3051379089
867	0.3050377384
868	0.304885883
869	0.3046684939
870	0.3045522162
871	0.304500807
872	0.304395446
873	0.3043595261
874	0.304326068
875	0.3042615969
876	0.3042277586
877	0.3040236893
878	0.3038886604
879	0.303784058
880	0.3036218515
881	0.3035756341
882	0.303486978
883	0.3033189938
884	0.3032397092
885	0.3031056925
886	0.3030085881
887	0.3029376123
888	0.3027935924
889	0.302488218
890	0.3023821356
891	0.3023551615
892	0.3023406485
893	0.3022995659
894	0.3022306644
895	0.3021563516
896	0.3020496688
897	0.3019191682
898	0.3018095559
899	0.3017769447
900	0.3016746035
901	0.3016294337
902	0.301368755
903	0.3012978266
904	0.3012488979
905	0.3011624804
906	0.3010003049
907	0.300933158
908	0.3008688128
909	0.3008257882
910	0.3007470971
911	0.3004636172
912	0.3003295941
913	0.3002834211
914	0.3002196786
915	0.3001445442
916	0.3000718073
917	0.2999105665
918	0.2998636074
919	0.2997260655
920	0.2994865082
921	0.2994721875
922	0.2993832638
923	0.2992556836
924	0.2992046971
925	0.2991605555
926	0.2991371458
927	0.2988424621
928	0.2985759994
929	0.2984672997
930	0.298445316
931	0.298417019
932	0.2982551277
933	0.2981388529
934	0.2980765102
935	0.2978342289
936	0.2977546019
937	0.2975756607
938	0.2974287577
939	0.2973927406
940	0.2972155389
941	0.2969959482
942	0.2968408305
943	0.2968160498
944	0.2966578405
945	0.2965885142
946	0.2963247778
947	0.2961438956
948	0.2958831216
949	0.2958106913
950	0.2957842276
951	0.2957265313
952	0.2956380013
953	0.2956107084
954	0.2955455415
955	0.2954543632
956	0.2953295985
957	0.2952536293
958	0.2952271743
959	0.2951845374
960	0.2950906079
961	0.2949819039
962	0.2949397762
963	0.2948276566
964	0.2945991854
965	0.2945522038
966	0.2944655203
967	0.2943769523
968	0.2943186918
969	0.2941581892
970	0.2941310898
971	0.2938163962
972	0.293624741
973	0.2935129021
974	0.2934698153
975	0.2933980034
976	0.2933422293
977	0.2932317918
978	0.2931496381
979	0.2930173656
980	0.2929756175
981	0.2929325432
982	0.2926924248
983	0.2925297516
984	0.2923970689
985	0.2922305432
986	0.2921741443
987	0.2921069966
988	0.2920328056
989	0.2919940527
990	0.291890656
991	0.291711615
992	0.2915797604
993	0.2913539895
994	0.2912142078
995	0.2911463669
996	0.291110122
997	0.2910480711
998	0.2908520792
999	0.290738454
